CODIGO_CONGLOMERADO_CLIENTE,month,VENTA_TOTAL
10008280393,5,2530.1739130000005
10008280393,6,1975.9608697999997
10008280393,7,369.0173913
10008280393,8,5129.1391299000015
10008280393,9,1849.9956519
10008280393,10,1177.0173912999999
10008280393,11,673.9
10008280393,12,3231.8130435
10008314638,11,2649.7956523
10008374622,10,93.26521739999998
10008434684,3,1387.4217392
10008434684,8,1057.6434791000004
10008434684,9,1112.3043484999998
10008434684,12,1678.8826093999996
10008644972,1,7202.386956599997
10008644972,2,12670.773914100011
10008644972,3,11042.456521200002
10008644972,4,6855.0913034
10008644972,5,4804.530434299997
10008644972,6,14493.278260599995
10008644972,7,7529.5173916
10008644972,8,15835.760868500001
10008644972,9,7839.269564599997
10008644972,10,3721.6260866000016
10008644972,11,14348.843477000002
10008644972,12,8114.5478266
10008729234,1,4001.721739599999
10008729234,2,5688.6826088
10008729234,4,5099.256522
10008729234,5,5613.0826094
10008729234,7,3109.1652171
10008729234,8,9420.291305
10009071402,1,2848.6521736999985
10009071402,2,5194.513044299998
10009071402,3,1396.2565219000003
10009071402,5,3864.2130435
10009071402,7,5010.273912100001
10009071402,11,3540.308695600001
10009071402,12,1959.326087
10009182671,3,665.9739129000001
10009182671,6,949.669565
10009182671,10,640.2086958
10009182671,11,46.24347829999999
10009321867,1,8970.4565224
10009321867,2,614.8
10009321867,3,3301.5608694000002
10009321867,4,6041.23913
10009321867,5,3039.2739125999988
10009321867,6,4594.221739199998
10009321867,7,1994.9130435
10009321867,8,2519.873913199999
10009321867,10,4601.1304347000005
10009321867,12,3390.2173909999997
10009495997,1,1735.0956526999994
10009495997,3,419.12173910000007
10009495997,4,2498.9956523000014
10009495997,6,539.1217391
10009495997,7,1015.5826084
10009495997,8,1249.9869565000001
10009495997,9,3023.9478255000017
10009634202,5,144.77217389999998
10009634202,6,581.3391306999998
10009634202,7,858.5956523
10009634202,9,144.7652173
10009634202,11,1081.1739135
10009634202,12,1562.8904354000001
10009641250,2,1842.5304348
10009641250,4,753.1478259999999
10009641250,6,1555.7913043000003
10009641250,7,1844.1086957999996
10009641250,8,1292.9347825999998
10009641250,9,646.4652174
10009641250,11,1123.9391304
10009641250,12,750.3913044000001
10009658080,1,1948.8652177000001
10009658080,3,2545.7739129
10009658080,4,2963.2913043000003
10009658080,5,13436.730435399997
10009658080,6,9214.4347834
10009658080,7,2889.4478256
10009707331,1,4119.143478399999
10009707331,2,2031.2478260999997
10009707331,3,4263.4826086
10009707331,4,694.8608694999999
10009707331,5,2497.0434785
10009707331,7,2560.634782599999
10010145401,3,863.3015652
10010145401,4,143.5347824
10010145401,5,861.7260860999996
10010212192,1,2403.2217388000004
10010212192,2,1290.4999999000001
10010212192,3,1363.4826087
10010212192,4,580.9478260999999
10010212192,5,431.1434782
10010212192,6,1007.9782606
10010212192,7,2287.834782300001
10010212192,9,1558.6173912000008
10010212192,10,646.7869566
10010212192,11,1035.2826087
10010326724,1,767.8739131000001
10010326724,10,445.08695650000004
10010459864,3,980.6652174000001
10010490621,11,893.2695656000002
10010490621,12,1996.4521740999996
10010716077,2,2183.0782611
10010716077,7,3398.947826
10010716077,9,139.80434780000002
10010723332,2,280.47826089999995
10010723332,10,339.7826087000001
10011011069,7,432.821739
10011027399,2,813.1913044
10011152894,1,7028.947827499991
10011152894,2,17652.078260899998
10011152894,3,939.5521739999999
10011152894,4,9493.730435900006
10011152894,5,11391.752173900008
10011152894,6,653.6826087
10011152894,7,18341.873914400006
10011152894,8,521.8217391999999
10011152894,9,2513.2130436
10011152894,10,690.6695652000001
10011152894,11,10999.130434799998
10011152894,12,8914.482609099994
10011203456,3,284.2086956
10011339609,1,2300.3782609
10011463776,2,559.1565217
10011463776,6,287.43043480000006
10011463776,7,964.3782607999999
10011463776,8,697.1086956999999
10011463776,12,1308.1304347999999
10011476967,1,7405.256521400001
10011476967,2,183.2043479
10011476967,4,3419.343477500002
10011476967,5,4838.943478699998
10011476967,6,3691.2913045999994
10011476967,10,3365.0086953000005
10011638231,2,502.89565229999994
10011638231,3,1249.9869566
10011638231,4,766.6652170999998
10011638231,6,930.1260867999999
10011890895,3,1724.9478261
10011890895,5,468.0739130999999
10011890895,12,1818.5130434999999
10012020789,2,483.6739130000001
10012020789,4,2489.5913049
10012020789,5,731.5913042999998
10012020789,6,304.09130460000006
10012020789,8,369.9956522
10012020789,9,379.547826
10012020789,10,4572.7652189
10012020789,11,245.2478261
10012020789,12,846.7826087999999
10012107426,3,84.7
10012107426,5,129.19130439999998
10012107426,6,285.2147826
10012107426,7,258.4043479
10012107426,8,258.37391319999995
10012107426,9,190.45217380000003
10012107426,11,419.4069565
10012107426,12,348.50869580000005
10012135799,9,592.9278257999998
10012135799,10,538.4739122999998
10012282261,2,2102.8869563999997
10012282261,3,181.2217392
10012796337,3,142.1347827
10012796337,7,0.0
10012796337,12,173.026087
10013052463,1,1503.4782609000001
10013433254,8,1195.4000003
10015499597,1,1925.2478260999999
10015499597,4,114.47826090000001
10015499597,7,1602.5521740999998
10015500609,8,1042.1000001
10015500609,11,935.6956521000001
10015576176,2,2025.6565217000004
10015576176,3,3188.6434773000005
10015576176,7,11043.952172200003
10015576176,9,0.0
10017868816,7,59.4391305
10017895503,4,673.5391304000001
10017895503,8,507.89130430000006
10017895503,9,384.978261
10018659382,1,2840.8434785000018
10018659382,2,7311.113043800011
10018659382,5,2931.517390399999
10018659382,6,6314.299999600002
10018659382,8,5537.308696099997
10018659382,9,3169.6956520999997
10018659382,11,4810.386957600003
10018659382,12,12787.217392799996
10019960817,1,1013.6347820999997
10021501048,4,288.8391304000001
10021501048,7,2170.8478261
10021501048,8,3076.6608696
10021501048,10,764.6739131000002
10021501048,12,7276.591304299999
10021511060,2,4575.8956522
10021511060,4,413.9956522
10021511060,5,5653.8695652
10021511060,6,350.67826100000013
10021511060,8,609.4130434
10023067825,2,676.4434782000001
10023067825,10,599.9304347
10023616381,1,574.8608694
10023616381,2,524.9608694
10023616381,5,487.2478261999999
10023616381,6,1444.4391304999997
10023616381,8,637.8347825
10023616381,9,651.0043473999999
10023616381,10,591.4695653
10023640428,1,6242.239130099999
10023640428,2,215.58695649999999
10023640428,3,8324.0826083
10023640428,4,2783.5739129000003
10023640428,6,7226.247826399998
10023640428,7,5497.5347823
10023640428,8,6134.0130434
10023640428,9,2633.3434781
10023640428,10,3995.0782606999996
10023640428,12,3202.2869564000002
10023659307,5,155.273913
10023799541,1,401.9913044
10023799541,3,327.0043478
10023799541,6,535.9956521
10024050632,9,650.9304344
10024050632,10,362.59130479999993
10024050632,11,197.18695680000005
10024060689,2,927.6260868999999
10024137711,1,2520.4260872000004
10024137711,3,2483.695652
10024137711,4,2216.9869564
10024137711,5,1527.0130435999997
10024137711,8,4380.3304346
10024137711,9,3424.1826085000002
10024137711,10,2331.7304345000002
10024137711,11,3150.1086952
10024137711,12,514.3130435999999
10024253436,1,555.5217394999999
10024253436,2,385.53478149999995
10024253436,3,262.63043459999994
10024253436,4,558.1565228000002
10024253436,8,480.6739116
10024253436,11,525.9739132999999
10024286628,6,587.4782609
10024390255,4,823.5565218
10024390255,6,458.6
10024437022,5,1050.6043478
10026080008,1,2981.943478300001
10026080008,11,1168.6521738000001
10026120026,3,2023.6391305999998
10026120026,4,1534.4608696999999
10026120026,6,1178.4913043999998
10026120026,8,1736.3608696000001
10026192809,1,807.7652174
10026192809,2,9494.773913199999
10026192809,8,12719.026086999998
10026192809,9,12779.363043499998
10026192809,11,14109.7086956
10026279386,2,502.81304339999997
10026279386,7,378.1086957
10026279386,8,1528.3043479
10026279386,11,369.0173913
10026282522,2,664.4130433
10026282522,6,454.9826086
10026282522,8,433.33043480000003
10026282522,11,393.2000001
10026347632,1,4701.773913799999
10026347632,2,1522.0217389
10026347632,3,0.0
10026347632,4,2231.6826095
10026347632,6,1166.0782611000002
10026347632,9,1999.6869564999997
10026347632,10,759.3565214999999
10026347632,11,0.0
10026597043,2,1060.9130436999997
10026597043,3,376.17826090000005
10026597043,5,1059.9478261
10026597043,6,2701.4260866999994
10026597043,9,4461.7565211
10026614266,1,10796.413478200002
10026724312,2,655.9347827
10026797174,1,181.2217392
10026797174,2,970.4478260999999
10026797174,3,559.5043477
10026797174,5,1048.0869565999997
10026797174,6,559.5043477999999
10026797174,7,443.7826089
10026797174,8,490.1347825
10026797174,10,439.4434782
10026797174,11,447.9391304999999
10027738368,1,769.5521741
10027738368,2,87.8521739
10027738368,5,2037.273913
10027738368,8,1519.2565218999998
10027738368,9,226.326087
10027848562,6,416.9913040000001
10027848562,11,485.05652140000007
10027848562,12,180.36086930000005
10027912619,1,15348.186957299999
10027912619,2,18745.721044700003
10027912619,3,3781.573912200001
10027912619,4,18667.704347299987
10027912619,5,9819.986957300003
10027912619,6,18384.06086889999
10027912619,7,12868.939131499998
10027912619,8,13709.060869499996
10027912619,9,15521.18695539999
10027912619,10,46632.16521880009
10027912619,11,41515.93913099999
10027912619,12,31935.108696599975
10028087654,4,561.4434782
10028976106,3,543.5565217
10028976106,7,268.0000001
10028976106,8,267.29999999999995
10028976106,9,991.3478261000001
10028976106,10,192.91739130000002
10030997099,1,502.0434781999999
10030997099,2,368.36086939999996
10030997099,3,390.45652169999994
10030997099,5,724.4086958
10030997099,6,697.9043474000001
10030997099,7,425.6521739
10030997099,9,328.2369566
10030997099,10,141.5217391
10030997099,12,260.6599997999999
10031237501,1,3978.8608695000003
10031237501,2,5065.939130600001
10031237501,3,1234.3086956
10031237501,4,4635.9652173
10031237501,5,7396.691304399999
10031237501,6,14561.617391399996
10031237501,7,4385.8304348
10031237501,8,3162.4086958000003
10031237501,9,6073.6565218999995
10031237501,10,8976.9652173
10031237501,11,2978.2347825999996
10031237501,12,3623.7826086000005
10032391406,2,77.5086958
10032391406,5,2205.3161750999993
10033382958,1,1861.0391303000001
10033382958,4,1805.095652
10033382958,5,444.473913
10033382958,6,364.59130429999993
10033382958,7,3365.7130430999996
10033382958,8,1785.8086956
10033382958,9,571.2826087
10033382958,10,1623.7130435
10033382958,12,1905.6608695000002
10033774848,2,453.1695651999999
10033774848,5,821.9478261
10033786081,1,0.0
10033786081,2,2573.8347829000004
10033786081,3,5139.963478300002
10033786081,4,3161.6434785999995
10033786081,5,1482.4304361000004
10033786081,6,1677.3530435
10033786081,8,0.0
10033786081,9,0.0
10033786081,10,2123.963479299999
10033786081,11,2894.1856528000008
10033786081,12,1616.4173911000005
10034819969,7,2755.947825599998
10035696518,8,480.6869561
10035696518,9,463.63913010000005
10035696518,10,869.3608696999997
10035696518,11,6055.465218400001
10035696518,12,1490.2217398000003
10035710189,1,274.9521739
10035710189,4,1082.373913
10035710189,6,-1082.3739130000001
10035710189,7,1082.3739130000001
10035710189,8,702.7478260999999
10035710189,9,502.4391303
10035710189,10,405.6913043
10035710189,12,415.3043478999999
10036796249,1,1881.3086959
10036796249,2,1605.0739133999998
10036796249,3,1167.3000001999999
10036796249,7,3058.8478261
10036796249,9,1611.3478262999993
10036796249,10,1459.7130438
10036796249,11,1548.7869566999996
10038223408,1,2829.5130435
10038223408,2,4061.9304344
10038223408,3,11861.6260869
10038223408,4,9191.3478258
10038223408,5,6265.400000200001
10038223408,6,7637.9043477000005
10038223408,7,3297.034782500001
10038223408,8,9486.7608691
10038223408,9,4287.060869700001
10038223408,11,9103.3652174
10038343519,6,206.21304349999997
10038343519,7,6452.1565218000005
10038343519,10,2872.391304399999
10038343519,11,4139.586957600001
10038414351,1,1018.7608693999997
10038414351,2,2388.9565213999995
10038414351,4,755.8434786
10038414351,5,1114.8000001999999
10038414351,6,673.5304348000001
10038414351,7,1109.7826088999998
10038414351,8,1565.5565217999997
10038414351,9,731.8173906
10038414351,10,918.0652175999999
10038414351,11,1971.1260873
10038414351,12,1624.5304348999994
10038453004,1,11808.047825399999
10038453004,2,7975.365217600003
10038453004,3,11080.030434499991
10038453004,4,11209.382607800004
10038453004,5,10917.034782699999
10038453004,6,9759.452174100006
10038453004,7,7179.334782600003
10038453004,8,8859.30869520001
10038453004,9,5934.182608899999
10038453004,10,9093.356521400001
10038453004,11,20305.73043550002
10038453004,12,6473.6347824
10038789223,3,6698.1173911000005
10038789223,8,6872.6478259
10038795207,2,4146.056522299999
10038795207,7,3575.7086962
10038795207,11,4032.4869573999986
10038795207,12,172.49999999999997
10038847096,1,2779.6391298999997
10038847096,2,0.0
10038847096,3,8704.447826499998
10038847096,5,5047.9086956
10038847096,6,3110.0956525999995
10038847096,8,4971.9260869
10038847096,10,3251.3173919
10038847096,11,9992.456522999999
10038847096,12,2328.7304351999996
10038985162,1,526.273913
10038985162,2,451.41739129999996
10038985162,4,338.6739131
10038985162,5,402.4139131
10038985162,6,1766.0521740999993
10038985162,7,479.4478261000001
10038985162,8,373.43043479999994
10038985162,9,192.46521739999997
10038985162,11,1676.5521748999997
10038985162,12,1100.6217392999997
10040062691,1,1091.0173914
10040062691,2,2774.113043499999
10040062691,3,831.1478255999998
10040062691,4,2608.0217393999997
10040062691,5,1710.5826090000003
10040062691,6,3451.5608693000004
10040062691,7,220.01739129999999
10040062691,8,3047.4304343
10040062691,9,1652.7521737999998
10040062691,10,802.8391308
10040062691,11,1721.0173911
10040062691,12,606.1173913
10040140781,1,1155.3652173
10040140781,2,7725.0869561
10040140781,3,2728.8260869
10040140781,5,5505.182608399999
10040140781,6,4904.030435
10040140781,7,12828.221738899994
10040140781,8,6731.008695900001
10040140781,9,665.9739129999999
10040140781,10,2626.0260866999997
10040140781,11,5100.7869567
10040140781,12,3885.5826086000006
10040416205,2,30.891304399999996
10040471967,5,1343.5521735999992
10040526221,2,2967.791305199998
10040526221,4,1117.6478258000004
10040526221,5,1023.0086955999999
10040526221,7,1835.7782606000012
10040526221,8,1618.7391310000005
10040526221,9,1067.7304347
10040526221,11,967.8652174
10040552681,2,60.40869569999999
10040552681,4,50.8347826
10040706947,1,240.18260880000003
10040706947,2,98.7235652
10040706947,7,162.5391302
10040706947,12,153.74782620000002
10040713757,1,1381.4304349000001
10040713757,2,2371.508695799999
10040713757,3,3443.5739132999997
10040713757,4,1885.8695655
10040713757,5,1682.1391307000004
10040713757,7,2898.3869564000006
10040713757,9,385.54347809999996
10040713757,10,1467.2652174000007
10040713757,11,8328.4086957
10040717027,5,1570.6739135
10040717027,8,2380.465216700001
10040776881,2,4523.1086956
10040776881,3,2408.8347825999995
10040776881,6,6470.399998100002
10040776881,7,4098.378261500001
10040776881,9,1413.2652170000003
10040776881,10,3024.9739130000003
10040801192,1,1274.2130435000001
10040801192,3,1377.1000003000004
10040801192,7,963.8913043000003
10040801192,12,830.1391302000001
10042081227,2,78.295652
10042118210,1,431.3782609
10042118210,7,326.1608696
10042118210,8,559.7826087999999
10042161751,12,222.71913039999998
10042202881,1,291.86521759999994
10042202881,2,176.08260879999997
10042202881,3,92.6260871
10042202881,6,58.721739
10042204949,1,83.45652179999999
10042204949,4,138.9434784
10042204949,5,-138.9434784
10042214162,1,309.58260870000004
10042214162,2,-15.200000000000045
10043019568,3,2683.7695651999998
10043019568,4,5263.3391308
10043019568,5,486.71304339999995
10043019568,6,1607.6173911000003
10043123691,10,660.6304347000001
10043123691,11,163.2521739
10043229350,2,1174.4608696999999
10043229350,4,700.6739130000001
10043229350,12,1408.4391308
10043301743,1,202.42173909999997
10043301743,8,238.86086949999998
10044114181,12,633.478261
10044372458,3,1244.8921737999997
10044372458,4,27.7478261
10044372458,12,1801.4913038
10044386599,6,1729.2913043000003
10046286648,1,722.3391306999997
10046286648,5,1065.1956523999997
10046286648,11,772.1415656
10046433993,1,949.8565218999998
10046433993,2,933.0217390999999
10046433993,4,583.0130435
10046433993,5,116.72173909999998
10046433993,7,887.3565216
10046433993,9,927.3391303999999
10046433993,10,825.3391303999998
10046433993,12,951.7391302999998
10046435341,1,966.2217391
10046435341,3,1359.2434784000002
10046435341,5,674.1869565
10046435341,6,1365.4086955999999
10046435341,9,1555.4391305
10046435341,11,614.6478261
10046435341,12,410.1695652000001
10046467278,1,1053.0826086999998
10046467278,2,4885.351826099999
10046467278,3,1664.8608693000003
10046467278,4,5314.3373919000005
10046467278,5,1931.3695652000001
10046467278,6,4268.2478261
10046467278,7,8375.6478268
10046467278,8,4772.352173799999
10046467278,9,6836.886956600001
10046467278,10,6253.3826085
10046467278,11,3054.4634779999997
10046467278,12,1900.8739130000004
10046496782,10,868.5913032999999
10046500542,4,1020.0173914
10046500542,10,2528.008696
10046500542,11,937.4521737
10046517631,2,562.7391305000001
10046517631,5,493.68695660000003
10048056852,1,1393.9608696
10048056852,3,5641.943478
10048056852,4,1776.6608695999998
10048056852,5,1897.3173912000002
10048056852,6,1087.0521739
10048056852,7,3861.1608699
10048056852,9,2800.5391305000003
10048056852,10,1948.9304346999998
10055902025,10,388.5521739
10056442079,4,1065.4217390000001
10056442079,5,417.2391304000001
10058464401,1,39911.09999979998
10058464401,2,21829.021739199998
10058464401,3,10063.952174
10058464401,4,31683.71739079999
10058464401,5,19301.569564799996
10058464401,6,48507.4565209
10058464401,7,13584.465217400002
10058464401,8,27400.130434699993
10058464401,9,27706.252174399997
10058464401,10,27945.713043399996
10058464401,11,35576.7826079
10058464401,12,12807.573913299999
10060212959,1,162.83913049999998
10060212959,4,234.88695600000003
10060212959,5,-234.88695600000003
10060457102,1,899.8695649999993
10060457102,2,490.2652171000001
10060457102,3,473.69565179999995
10060457102,4,436.49260879999997
10060457102,5,368.4347823
10060457102,6,364.56913000000003
10060457102,7,295.021739
10060457102,8,299.1165217000001
10060457102,9,333.14782569999994
10060457102,10,522.1782604999999
10060457102,11,912.1556521999997
10060457102,12,404.17304370000005
10060459903,2,0.0
10060459903,7,75.40434780000001
10060459903,10,0.0
10060459903,11,693.9521742000001
10060473426,1,700.4313043000001
10060473426,2,872.7947824999997
10060473426,3,578.1807826
10060473426,4,1294.6610439
10060473426,5,4316.9581737
10060473426,6,2737.0000005999987
10060473426,7,489.61869559999997
10060473426,8,89.0434783
10060473426,9,1321.4093044
10060473426,10,430.9160868
10060473426,11,2546.7152173
10060473426,12,767.8379133000001
10060524331,1,714.2458266999998
10060524331,2,567.5826086
10060524331,3,1558.3187831000007
10060524331,4,415.3133913
10060524331,5,1320.1554782999995
10060524331,6,363.3906089999999
10060524331,7,340.1881743
10060524331,8,1173.125390799999
10060524331,9,282.7826089
10060524331,10,175.76521740000004
10060524331,11,811.7913045999999
10060524331,12,393.76347839999994
10060599501,2,709.3871304000002
10060599501,3,508.74869559999996
10060599501,4,221.6671305
10060599501,5,497.56704350000007
10060599501,6,127.6521739
10060599501,7,341.2521741
10060599501,8,698.2252173000002
10060599501,9,158.16521740000002
10060599501,10,455.8530435
10060599501,11,113.85652189999999
10060599501,12,468.3597392000001
10060819292,2,215.3391306
10060819292,4,165.2052174
10060819292,5,310.2478257000001
10060819292,7,64.6086956
10060819292,8,0.0
10060880251,2,491.82973940000005
10060880251,8,533.8888695999999
10060880251,9,135.4304349
10060880251,12,594.8626088
10060990391,3,117.45217390000002
10060990391,4,48.939130399999996
10060997883,1,42.2043479
10060997883,5,78.295652
10061062446,6,241.35043480000002
10061062446,12,206.3913043
10061288126,1,5822.043479000007
10061288126,7,2196.326086099999
10061288126,12,2723.0695656
10061946387,1,107.66739129999998
10061946387,3,86.15217390000001
