COD_ENCUESTADO,Nombre Campus,NIVEL ACTUAL,Clave de carrera,Ciclo,IND_GEA,IND_DELEGADO,CANT_CURSOS_MATRICU_SIN_INGLES,UOD_depostista_ind_deportista,MEDIA_GMEAN,MEDIA_MEDIA,MODA_MEDIA,HMEAN_GMEAN,MODA_MIN,MAX_MIN,MEDIA_MIN,MODA_PESO_GMEAN,MIN_MAX,MODA_VARIATION,MEDIANA_MIN,MIN_KURTOSIS,HMEAN_MIN,GMEAN_MIN
7943,1,1,37,6,0,0,8,0,3.0969477138599997,3.11092829133,3.66666666667,2.70100927863,3,4,2.63265306122,1.8131480009799998,1,0.128564869307,3.0,-3.0,2.16974169742,2.4220718571
20863,4,1,5,5,0,0,6,0,2.7172310178400005,2.7238621115400004,2.9333333333300002,2.40488304398,2,3,2.35,1.47540258409,2,0.0850376678812,2.0,2.65384615385,1.8604651162799999,2.10743589934
7243,3,1,14,2,0,0,6,0,3.3904653802499998,3.3904653802499998,4.0,2.98841044003,4,4,3.3904653802499998,2.39878925463,1,0.0,4.0,-3.0,2.98841044003,3.22892131478
6461,1,1,37,1,0,1,6,0,3.38066283924,3.3869679708700002,3.66666666667,3.0722593515400005,3,4,3.1196646341500003,2.02790290655,1,0.128564869307,3.0,-3.0,2.7596844872900004,2.9662095516000004
19480,1,1,33,1,0,0,5,0,3.19382018477,3.21796621452,3.5,2.89474824118,3,4,2.7278911564599997,2.22774736834,1,0.14285714285700002,3.0,-3.0,2.34713187463,2.5551509151
18769,3,1,9,1,0,1,6,0,2.93089595821,2.96085978825,3.30769230769,2.56327028425,3,3,2.1904761904799996,1.66921626167,1,0.13953488372099998,2.0,-3.0,1.8260869565200002,2.01754797072
26240,4,3,216,1,0,0,12,0,3.80459770115,3.80459770115,4.0,3.6760563380300004,4,4,3.80459770115,3.4329501915700003,1,0.0,4.0,-3.0,3.6760563380300004,3.7533941176999996
11950,3,1,39,4,0,0,6,0,2.9022746432499997,2.9210434254699997,3.1875,2.5918380179900002,3,4,2.4347826087,1.74018001755,1,0.12245094114499999,3.0,-3.0,2.07518796992,2.27172089947
19870,1,1,37,2,0,0,5,0,2.48813961854,2.49582344842,2.83333333333,2.09946285582,2,4,2.1612903225799998,1.37782118473,1,0.131533410441,2.0,-3.0,1.77142857143,1.96738517411
5175,2,1,9,3,0,0,7,0,2.68423141009,2.7087471562400003,3.16666666667,2.34663535699,3,4,2.29702970297,1.53480792442,1,0.117687788289,2.0,-3.0,1.9176954732499998,2.11883066621
1469,4,1,25,5,0,0,5,0,2.96434652685,2.9692958416299997,3.25,2.68923118049,3,4,2.7419354838700003,1.8095165001299998,2,0.13323467750499998,3.0,-0.666666666667,2.5479452054799996,2.6567329652000002
10223,2,1,5,1,0,0,4,0,2.8988906069700002,2.9057426762299996,3.125,2.654437303,3,4,2.67584097859,1.9148602413999998,1,0.105830052443,3.0,-3.0,2.40441176471,2.5578772936700003
16565,2,1,9,2,0,1,7,0,2.96671457782,2.98699731699,3.375,2.58679777659,3,4,2.65625,1.6798063908899998,1,0.143443827637,3.0,-3.0,2.2196531791900003,2.4534822934
10921,3,1,14,2,0,0,6,0,3.39167610402,3.4044538833,3.75,3.04392399201,3,4,2.91185647426,2.2410924085099997,1,0.115470053838,3.0,-3.0,2.47769367048,2.7215618791000002
4890,1,1,34,3,0,1,5,0,2.67934065283,2.68857031857,3.0,2.32597455903,3,3,2.33333333333,1.77668522312,1,0.0,3.0,-3.0,1.8,2.0800838230500003
24571,3,1,7,1,0,0,4,0,3.500290348,3.50406504065,4.0,3.16558581023,4,4,3.34146341463,2.7742525055900003,2,0.0,4.0,-2.0,2.92277227723,3.17044671112
13477,3,1,17,6,0,0,4,0,2.75377489564,2.75999974852,3.0,2.42238871624,2,3,2.40625,1.47619458534,2,0.119736868018,2.0,10.5689655172,2.07518796992,2.27172089947
5038,4,1,5,1,0,0,5,0,2.71792536947,2.71977763332,3.0,2.42993453851,3,4,2.63591022444,1.92157444376,1,0.0,3.0,-3.0,2.30791366906,2.4948525486099995
16500,3,1,25,3,0,1,5,0,3.0065987775400003,3.01278388008,3.2,2.7177013447099996,3,3,2.8265306122400005,1.88970657349,3,0.125,3.0,0.25,2.44717444717,2.6951152885100003
23407,3,1,26,2,0,0,3,0,3.45153455203,3.45208454198,4.0,3.1135321943000003,4,4,3.3904653802499998,2.47664954488,1,0.0,4.0,-3.0,2.98841044003,3.22892131478
30273,1,2,109,6,0,0,3,0,2.81883476325,2.8262042494200004,3.25,2.4312592403,3,4,2.50225225225,1.6466303205500001,1,0.13323467750499998,3.0,-3.0,2.15568862275,2.36373049764
16201,3,1,18,5,0,0,5,0,2.86984510243,2.8797005459900005,3.23076923077,2.4825609374,2,4,2.6363636363599996,1.5756914308599999,1,0.17817416127500002,3.0,-3.0,2.25,2.49364426
15160,3,1,24,2,0,0,5,0,2.59726331849,2.6152185054099997,3.04761904762,2.2310242719,2,4,1.9883268482499998,1.41938712829,1,0.1593443598,2.0,-3.0,1.63955342903,1.81182208445
1938,1,1,7,3,0,0,4,0,3.0,3.0,3.0,2.92682926829,3,4,3.0,2.4,2,0.0,3.0,-3.0,2.92682926829,2.96487236736
8620,3,1,20,3,0,0,5,0,3.01210146811,3.0308246203299998,3.27272727273,2.62916757472,2,4,2.468216598,1.71179691123,1,0.18839805508699997,3.0,-3.0,2.11933471933,2.30930275815
7030,1,1,33,2,0,0,3,0,2.67478375437,2.73633018625,3.0,2.32633063419,2,4,2.25581395349,1.50096128933,1,0.272165526976,2.0,-3.0,1.91643454039,2.09577757363
6618,1,1,25,3,0,1,6,0,3.0970815624799997,3.1166791955699997,3.375,2.79392324161,2,4,2.7,1.9632262100599998,2,0.20621349492,2.5,-0.666666666667,2.3847133758,2.58069514449
11265,1,1,38,5,0,1,6,0,3.53836342954,3.5410672286000002,4.0,3.20995601525,4,4,3.40271493213,2.73637580751,1,0.0,4.0,-3.0,3.0256702795200003,3.25084899783
13030,3,1,7,4,0,0,6,0,3.64310195551,3.6432811911000003,4.0,3.40955208796,4,4,3.60714285714,2.9329373650700004,1,0.0,4.0,-3.0,3.4054661175599996,3.5279816294099997
26025,3,2,110,1,0,0,3,0,2.2588858920400003,2.2751269548599997,2.33333333333,1.9242563710599998,2,3,1.9883268482499998,1.03444577659,1,0.20203050891,2.0,-3.0,1.63955342903,1.81182208445
2260,3,1,7,6,0,0,5,0,3.09295906369,3.1185745268700003,3.33333333333,2.7913686943299996,3,4,2.7219917012400003,2.06825313135,1,0.141421356237,3.0,-3.0,2.3350827614,2.5494383209400002
16692,2,1,7,1,0,0,4,0,2.6985266516400004,2.7175915438200002,3.0,2.3241865779400004,1,3,2.0,1.33949193355,2,0.198029508595,2.0,12.0625,1.63636363636,1.8171205928299998
17265,1,1,31,6,0,1,7,0,3.1865000802999996,3.23208415516,3.33333333333,3.0070597238300003,3,3,2.6962524654799997,2.54079040356,4,0.141421356237,3.0,-1.5,2.26592178771,2.5031080827700003
29255,4,2,107,1,0,0,4,0,3.0491757878099994,3.0687128309599996,3.25,2.7431806464599995,3,4,2.7048458149799997,1.97030294268,1,0.13323467750499998,3.0,-3.0,2.37696335079,2.56496913434
29558,2,2,104,1,0,0,4,0,2.91251683273,2.9212336054900003,3.0769230769200004,2.59138409742,3,4,2.68817204301,1.59433028665,1,0.0866025403784,3.0,-3.0,2.26592178771,2.5031080827700003
21138,1,1,36,8,0,0,6,0,2.63617413893,2.68854844795,2.83333333333,2.15772386839,1,3,2.09090909091,1.2628202833,1,0.376654366908,2.0,-3.0,1.6,1.9185101051400002
26754,3,2,109,1,0,0,4,0,2.81754136924,2.8183110412400003,3.0,2.518829522,3,4,2.7339743589700003,1.77326805508,1,0.0,3.0,-3.0,2.3847133758,2.58069514449
25731,3,2,101,1,0,0,4,0,3.32749112137,3.3488061336299997,3.8,3.0173000138300003,3,4,2.65185185185,2.52611751403,1,0.105263157895,3.0,-3.0,2.40356083086,2.54665743522
20485,3,1,5,7,0,0,2,0,2.73132294459,2.7493583191799997,3.0,2.39749321476,2,3,2.2,1.5136753720899998,2,0.157134840264,2.0,31.028571428600003,1.8181818181799998,2.0
17421,4,1,3,1,0,1,6,0,3.1416064692699996,3.1654659872799997,3.4285714285699997,2.8424847265599995,3,3,2.5,1.9563678944299998,1,0.14433756729699998,3.0,-3.0,2.11764705882,2.33481514868
33223,1,2,102,1,0,0,4,0,3.49633214685,3.4979849837,4.0,3.14841700576,4,4,3.3904653802499998,2.62594785529,1,0.0,4.0,-3.0,2.98841044003,3.22892131478
2804,3,1,31,1,0,0,5,0,3.5994482098900002,3.6000886952999998,4.0,3.3534130124900003,4,4,3.5137037037,2.8018671006200004,1,0.0,4.0,-3.0,3.24389267121,3.40525877168
28592,3,2,108,11,0,0,4,0,2.5752641892,2.5763293781599996,3.0,2.2690960219400003,3,4,2.50225225225,1.6692945115,1,0.0,3.0,-3.0,2.18719211823,2.36373049764
26220,3,2,101,2,0,0,5,0,3.5997333255300004,3.6061915942300002,4.0,3.32702912728,4,4,3.3904653802499998,2.8661876585400003,1,0.0,4.0,-3.0,2.98841044003,3.22892131478
10142,3,1,7,6,0,0,5,0,2.93448430557,2.9507854967299996,3.4285714285699997,2.61709500844,3,4,2.53980582524,1.7860437866299999,1,0.14433756729699998,3.0,-3.0,2.20714285714,2.38961452653
7929,1,1,37,7,0,0,7,0,2.75450116837,2.7819816759400005,3.33333333333,2.3756536229700003,3,4,2.468216598,1.7318884959799998,1,0.141421356237,3.0,-3.0,2.11933174224,2.30930275815
29600,3,2,100,7,0,0,3,0,3.28536725227,3.2996197951700004,3.83333333333,2.93467228068,3,4,2.6919191919200003,2.2047569119799997,1,0.0972203468478,3.0,-3.0,2.3501483679499997,2.5389363765
3249,1,1,25,2,0,1,5,0,3.6191860465099994,3.6191860465099994,4.0,3.4659949622199995,4,4,3.6191860465099994,2.7093023255799995,1,0.0,4.0,-3.0,3.4659949622199995,3.5545219891800004
22938,1,1,34,1,0,0,5,0,2.95431235431,2.95431235431,3.0,2.73509722665,3,4,2.95431235431,2.00559440559,1,0.0,3.0,-3.0,2.73509722665,2.86183394884
27472,3,2,106,2,0,0,2,0,2.6542693865599998,2.67308388471,2.75,2.30149143882,2,4,2.1612903225799998,1.36050590561,1,0.157459164324,2.0,-3.0,1.77142857143,1.96738517411
30102,3,2,108,9,0,0,4,0,2.70649835037,2.71902661314,2.8,2.40514044874,2,3,2.26086956522,1.40596054908,2,0.14285714285700002,2.0,0.25,2.0,2.14126534808
26764,2,2,104,5,0,0,4,0,3.2522487426,3.26657740366,3.66666666667,2.9699386019599996,3,4,2.8533094812199997,2.04497107155,1,0.128564869307,3.0,-3.0,2.5151856018000003,2.7056639614099995
16293,1,1,37,5,0,1,7,0,2.69634263199,2.70482071481,2.8965517241400005,2.37118790533,1,3,2.1111111111099996,1.5825046672499998,3,0.138832187973,2.0,24.035714285700003,1.5652173913,1.8171205928299998
12468,3,1,7,2,0,1,5,0,2.7049834896900005,2.70896801439,3.0,2.36614667114,3,4,2.468216598,1.65412828024,1,0.0,3.0,-3.0,2.0544,2.29372941496
17865,2,1,12,1,0,0,3,0,3.33754226,3.34195823483,4.0,2.9883679320099996,4,4,3.1702127659599997,2.14879789045,1,0.0,3.0,-3.0,2.7529711375200003,2.99404687551
32646,1,2,107,5,0,0,4,0,2.8110415872900005,2.8218096602,3.0,2.52751495157,3,4,2.48780487805,1.4688429105200003,1,0.0,3.0,-3.0,2.15474452555,2.33417216491
12012,3,1,6,2,0,0,6,0,2.67695061557,2.68122496625,3.0,2.35557145629,3,4,2.468216598,1.6286979417700003,1,0.0,3.0,-3.0,2.11933471933,2.30930275815
17365,3,1,3,3,0,1,5,0,2.71427674477,2.7173669165099996,3.0,2.3893023620299996,3,4,2.47328244275,1.6716898686700001,1,0.0,3.0,-3.0,2.12145748988,2.3145704347900002
30145,2,2,101,3,0,0,4,0,2.77732267861,2.78341763371,3.0,2.52340838467,3,4,2.48026315789,1.90068600906,2,0.0,3.0,-0.666666666667,2.11600928074,2.31925668586
10927,1,1,37,5,0,0,8,0,2.6962524654799997,2.6962524654799997,3.0,2.26592178771,3,4,2.6962524654799997,1.36686390533,1,0.0,3.0,-3.0,2.26592178771,2.5031080827700003
17870,2,1,7,2,0,0,5,0,2.96556002191,2.96753633125,3.0,2.7651342847900002,3,4,2.8621323529400002,1.9241685681099998,2,0.0,3.0,-1.5,2.61538461538,2.75827355088
13663,2,1,7,1,0,0,2,0,3.46418621958,3.4707230669999998,4.0,3.14376628995,4,4,3.06002928258,2.49725037333,1,0.0,3.0,-3.0,2.62692307692,2.87189584664
12746,4,1,28,1,0,0,5,0,2.84560320175,2.8546829957999997,3.11111111111,2.5267182484,3,4,2.6116504854400002,1.8122793327000002,1,0.101015254455,3.0,-3.0,2.19928825623,2.42982543455
31465,3,2,108,1,0,0,4,0,3.21724707367,3.2251131221700002,3.5,2.7009072019400002,3,4,3.0,1.7311462636099997,1,0.14285714285700002,3.0,-3.0,2.4,2.7430003532300002
9597,1,1,25,2,0,0,5,0,2.82587064677,2.82587064677,3.0,2.22304147465,3,4,2.82587064677,1.0149253731299999,1,0.0,3.0,-3.0,2.22304147465,2.5528815797599997
14777,3,1,13,1,0,0,7,0,3.22737249662,3.2390969185799996,3.625,2.8449274675800003,3,4,2.9032258064499996,2.06816897744,2,0.133551149869,3.0,3.14285714286,2.46153846154,2.75371509198
13313,3,1,5,6,0,0,6,0,2.6708452727000003,2.6733152944599996,3.0,2.3261823251099996,3,4,2.50225225225,1.60625559016,1,0.0,3.0,-3.0,2.18719211823,2.36373049764
18206,4,1,14,3,0,0,5,0,2.63185993049,2.6623436376900003,3.0,2.2620884454,2,4,2.02564102564,1.31175170484,1,0.210818510678,2.0,-3.0,1.66548042705,1.84412716306
21129,3,1,31,6,0,0,6,0,3.1566254368799997,3.1849271347099997,3.6363636363599996,2.7694011228099997,3,4,2.468216598,1.9589170132,3,0.132287565553,3.0,6.1,2.11933471933,2.30930275815
16609,1,1,7,1,0,0,5,0,2.26315789474,2.26315789474,2.0,1.88429752066,2,4,2.26315789474,0.736842105263,1,0.0,2.0,-3.0,1.88429752066,2.0814916389900002
18750,1,1,37,2,0,1,6,0,3.19719238338,3.19765924764,4.0,2.8142166503799997,4,4,3.14857142857,1.8306652855599999,1,0.0,3.0,-3.0,2.7529711375200003,2.99404687551
368,3,1,5,1,0,0,6,0,2.8211204197,2.8572768146900005,3.0,2.53736789243,1,3,2.0,1.7225751415200001,2,0.235702260396,2.0,1.2,1.5,1.73205080757
14956,3,1,7,9,0,0,5,0,2.5009187451700003,2.51783550902,2.7,2.14406677366,1,3,1.88235294118,1.19644761446,2,0.20621349492,2.0,15.052631578900002,1.67213114754,1.7820341696200002
27794,2,2,101,4,0,0,5,0,2.7692536936699996,2.7794377221,3.0909090909099994,2.46248038468,3,4,2.36273291925,1.6139871165200002,1,0.0930081664755,3.0,-3.0,2.0104058272599996,2.20112819036
28883,2,2,108,4,0,0,4,0,2.70792198601,2.7158914843199997,3.0,2.34568579024,2,3,2.3297872340400003,1.54041633788,1,0.111111111111,2.0,-3.0,1.96515679443,2.15833446884
31140,3,2,101,5,0,0,4,0,3.25283801769,3.27276798264,3.5,2.8931768503799997,2,4,2.70666666667,1.74392309523,1,0.247435829653,3.0,-3.0,2.25,2.49364426
30218,1,2,101,8,0,0,4,0,3.2264865081400003,3.23851286113,3.66666666667,2.8762093902900006,3,4,2.8533094812199997,2.08687990524,1,0.128564869307,3.0,-3.0,2.5151856018000003,2.7056639614099995
7376,1,1,7,4,0,0,3,0,2.8448939685799997,2.8479874606599997,3.0,2.56057474676,3,4,2.71884272997,1.6685476805300001,1,0.0,3.0,-3.0,2.41975897864,2.6090034812400003
27449,3,2,109,7,1,0,4,0,3.02116265268,3.0271283289599995,3.4,2.68232544841,3,4,2.8621323529400002,1.75952769324,2,0.144087631928,3.0,0.25,2.42508710801,2.68295036857
2409,3,1,5,5,0,0,6,0,3.0295883400099997,3.0439159075,3.33333333333,2.708341513,3,4,2.6171171171200003,2.00542232896,1,0.141421356237,3.0,-3.0,2.31853785901,2.49039066227
2620,3,1,5,1,0,0,4,0,3.5956070437,3.59656161438,4.0,3.32369772705,4,4,3.5137037037,2.82554646476,1,0.0,4.0,-3.0,3.24389267121,3.40525877168
33355,2,2,107,1,0,0,2,0,2.71032862509,2.7258171997900003,3.2,2.3643807908900003,3,4,2.39024390244,1.5622046116600001,2,0.125,3.0,0.25,2.0,2.21003241616
17657,3,1,14,3,0,0,4,0,2.9867851423400005,3.00244227468,3.25,2.7159678023000002,3,4,2.63591022444,2.02188821641,1,0.13323467750499998,3.0,-3.0,2.30791366906,2.4948525486099995
32070,3,2,105,2,0,0,2,0,2.95006847569,2.9757154699,3.3,2.57148295305,2,4,2.45140032949,1.6525481926700003,1,0.194034067801,3.0,-3.0,2.11933471933,2.30930275815
29860,3,2,105,2,0,0,5,0,2.84314351481,2.8484954506499998,3.0,2.47293025439,3,4,2.63265306122,1.4651882145299997,1,0.0,3.0,-3.0,2.16974169742,2.4220718571
12102,1,1,16,3,0,0,5,0,2.70851091421,2.73224045926,3.11111111111,2.3230813791599996,2,4,2.1428571428599996,1.434288188,1,0.182107839771,2.0,-3.0,1.7142857142899999,1.91947121958
23326,3,1,24,3,0,0,6,0,2.6708452727000003,2.6733152944599996,3.0,2.3261823251099996,3,4,2.50225225225,1.60625559016,1,0.0,3.0,-3.0,2.18719211823,2.36373049764
26082,1,2,107,1,0,0,4,0,2.6657505517900004,2.67478627844,2.85714285714,2.30865324463,2,4,2.27358490566,1.26515292528,1,0.122474487139,2.0,-3.0,1.9751552794999998,2.1312307343200003
4607,2,1,5,1,0,1,5,0,2.468216598,2.468216598,3.0,2.11933471933,3,4,2.468216598,1.4125956444999999,1,0.0,3.0,-3.0,2.11933471933,2.30930275815
16139,3,1,39,6,0,0,6,0,2.63400735509,2.64249027238,2.86666666667,2.2844099823299997,1,3,2.0,1.5330699531299998,1,0.174030576129,2.0,-3.0,1.5,1.73205080757
4406,3,1,34,1,0,0,5,0,3.27902976864,3.2868664931400002,4.0,2.91915339046,4,4,3.06002928258,2.03056805425,1,0.0,3.0,-3.0,2.62692307692,2.87189584664
14824,3,1,31,2,0,0,6,0,3.2770048234099995,3.30503831,3.66666666667,2.95471165973,3,4,2.7219917012400003,2.2426852506599997,1,0.128564869307,3.0,-3.0,2.3350827614,2.5494383209400002
7037,3,1,24,7,0,1,5,0,2.37375201856,2.40075886719,2.7142857142900003,2.0423790025599997,1,3,1.6666666666699999,1.3989138543200001,1,0.25784102555599997,1.0,-3.0,1.2857142857100001,1.4422495703100002
14095,4,1,5,1,0,0,5,0,3.6794195250699997,3.6794195250699997,4.0,3.4054661175599996,4,4,3.6794195250699997,3.1222515391400005,1,0.0,4.0,-3.0,3.4054661175599996,3.57805227927
28582,4,3,217,1,0,0,12,0,2.78045689433,2.78841014347,3.0,2.48223972332,3,4,2.49693251534,1.69118816088,3,0.0,3.0,11.066666666700002,2.17575083426,2.35383124189
32227,2,2,105,6,0,0,4,0,2.7645710872600002,2.7769633375200002,3.14285714286,2.41633405278,3,4,2.468216598,1.71062634644,1,0.111340442854,3.0,-3.0,2.11933471933,2.30930275815
1381,3,1,39,1,0,0,5,0,2.95431235431,2.95431235431,3.0,2.73509722665,3,4,2.95431235431,2.00559440559,1,0.0,3.0,-3.0,2.73509722665,2.86183394884
10703,4,1,3,5,0,0,6,0,2.74768399687,2.7508994295200004,3.0,2.43236848916,3,4,2.57894736842,1.7722729483900002,1,0.0,3.0,-3.0,2.26865671642,2.44613263461
18509,3,1,9,3,0,0,7,0,2.72462866744,2.74533588602,3.1470588235299997,2.36369319616,2,3,2.1379310344799998,1.56140123928,3,0.136397378685,2.0,12.0625,1.75757575758,1.9536762041599998
16167,1,1,33,4,0,0,6,0,2.6808122546799997,2.69315087091,3.1818181818199998,2.28409467711,3,4,2.30042918455,1.4284794100600002,1,0.121218305346,2.0,-3.0,1.8701298701299998,2.1097436463999997
11078,3,1,9,5,0,0,5,0,2.88890548902,2.8902483096499996,3.33333333333,2.59834280457,3,3,2.77777777778,1.62368963256,2,0.141421356237,3.0,-1.5,2.54630715123,2.74151018592
4468,1,1,33,1,0,0,4,0,3.4759860459500005,3.494859233,3.8,3.2257335626300003,3,4,2.8621323529400002,2.7493334505799996,1,0.105263157895,3.0,-3.0,2.61538461538,2.75827355088
14065,3,1,24,5,1,0,7,0,2.66151684809,2.66470601195,3.0,2.37346056469,3,4,2.50537634409,1.6547269812399998,2,0.0,3.0,0.25,2.16699029126,2.351767923
8565,4,1,25,5,0,0,5,0,3.1396008554900003,3.16202894152,3.5,2.8557585962900003,3,4,2.45140032949,2.0144748111200004,1,0.14285714285700002,3.0,-3.0,2.15950192707,2.3181620573900004
3259,2,1,13,2,0,0,7,0,3.08573087116,3.1060468834500004,3.2,2.7473648752499997,3,4,2.7619783616699998,1.5634615939899998,1,0.125,3.0,-3.0,2.39186691312,2.59676210693
29800,3,2,101,1,0,0,4,0,2.93328475537,2.93792916098,3.0,2.55413769867,3,4,2.7219917012400003,1.30841487574,1,0.0,3.0,-3.0,2.3350827614,2.5494383209400002
14899,4,1,31,4,0,0,5,0,2.81946141706,2.84191428931,3.25,2.4250563761,3,4,2.41240875912,1.57219748301,1,0.13323467750499998,3.0,-3.0,2.0447761194,2.2437516535900004
20679,3,1,16,1,0,0,7,0,3.1922230663700004,3.2066380289,3.83333333333,2.76511850639,3,4,2.7339743589700003,2.10529650199,1,0.0972203468478,3.0,-3.0,2.3847133758,2.58069514449
22147,3,1,5,2,0,1,5,0,2.91171644075,2.92258043772,3.1,2.6433560696700003,3,3,2.66666666667,1.9165787263799998,3,0.09677419354839999,3.0,5.11111111111,2.34713187463,2.52968643012
