,0,1
191,74585,0
192,33294,0
193,93240,1
194,27238,1
195,2569,1
196,51644,1
197,48318,1
198,9421,0
199,77916,1
200,11814,1
201,61073,0
202,64158,1
203,2805,1
204,72093,1
205,48104,0
206,20668,1
207,68085,1
208,63923,0
209,53517,1
210,3104,1
211,99805,0
212,39359,1
213,18783,1
214,15511,1
215,77153,0
216,45019,1
217,85462,1
218,96718,1
219,34821,1
220,22810,0
221,93544,1
222,35535,1
223,65259,1
224,75047,0
225,58877,0
226,64070,0
227,41996,1
228,71713,1
229,38718,0
230,17155,1
231,24713,1
232,62892,0
233,29011,0
234,6645,1
235,41304,1
236,58739,1
237,23285,1
238,48191,1
239,97795,1
240,6696,1
241,64069,0
242,82691,1
243,18615,1
244,62684,1
245,9287,0
246,6874,0
247,22369,1
248,92953,0
249,84842,1
250,28468,0
251,30792,1
252,13171,1
253,17252,1
254,40297,1
255,98009,1
256,15527,0
257,7383,1
258,5269,1
259,31169,1
260,23713,1
261,93782,0
262,33652,1
263,50852,0
264,62065,0
265,58026,0
266,75285,1
267,14705,1
268,47071,1
269,37161,1
270,77239,0
271,24989,0
272,90966,0
273,76360,1
274,94753,1
275,84592,0
276,67471,1
277,41794,0
278,31485,1
279,91545,0
280,53221,1
281,8201,1
282,60467,1
283,68016,0
284,38784,1
285,55226,1
286,65209,0
287,75408,0
288,85243,0
289,79788,1
290,61994,0
291,79195,1
292,46240,0
293,22216,1
294,70954,1
295,84807,0
296,46536,1
297,36753,1
298,97859,1
299,23760,0
300,85723,1
301,64710,1
302,27733,1
303,81034,1
304,12401,1
305,62556,1
306,93553,0
307,95020,1
308,89411,0
309,49025,1
310,175,0
311,41587,0
312,95452,1
313,66833,0
314,35540,0
315,27054,0
316,73979,1
317,86206,0
318,44847,1
319,3840,1
320,61419,0
321,41064,1
322,3234,1
323,48912,1
324,14659,1
325,95329,1
326,48199,1
327,57661,0
328,91561,1
329,98545,1
330,64053,1
331,44127,1
332,19986,1
333,50281,1
334,23864,1
335,10807,1
336,46633,1
337,22081,1
338,58024,0
339,43243,1
340,87491,0
341,8098,1
342,15691,1
343,92195,1
344,89981,1
345,61666,0
346,59887,1
347,72746,1
348,97844,0
349,66080,0
350,35864,0
351,91618,1
352,63875,0
353,12653,1
354,82407,0
355,60272,0
356,45986,0
357,40088,1
358,30671,0
359,47115,1
360,87106,1
361,18985,0
362,78531,0
363,99309,1
364,30856,1
365,57429,1
366,90844,1
367,61193,0
368,61960,1
369,27310,1
370,85688,0
371,13849,1
372,20923,0
373,81184,1
374,92660,1
375,52780,0
376,58352,0
377,84217,0
378,18894,1
379,2060,0
380,49450,0
381,16422,0
382,63949,0
383,14806,1
384,54228,0
385,47189,0
386,52562,0
387,87245,1
388,37544,0
389,30325,1
390,27069,0
391,65802,1
392,64416,1
393,22027,0
394,65273,1
395,28436,0
396,61160,1
397,32883,1
398,64263,1
399,3036,1
400,1394,1
401,15909,1
402,33028,1
403,94431,0
404,54780,1
405,43674,0
406,73620,1
407,75024,1
408,98242,0
409,8382,1
410,9870,1
411,77482,0
412,93661,0
413,61203,1
414,65157,0
415,6978,0
416,17470,0
417,53031,1
418,37506,0
419,5012,0
420,2994,1
421,17970,0
422,78783,1
423,20016,1
424,12503,1
425,61154,1
426,12861,0
427,67373,1
428,48455,0
429,6505,1
430,61490,1
431,54247,1
432,5795,1
433,28306,1
434,85714,1
435,82657,1
436,44030,1
437,65255,0
438,64927,0
439,75324,1
440,6857,0
441,11287,1
442,35241,1
443,34242,1
444,69085,1
445,71311,0
446,36269,1
447,14738,1
448,549,1
449,3479,0
450,80866,1
451,92323,1
452,43887,1
453,85023,1
454,97922,1
455,16440,1
456,69117,1
457,25539,1
458,12828,1
459,89828,1
460,25600,1
461,24291,1
462,63983,1
463,67518,1
464,82104,1
465,29260,0
466,40004,1
467,65199,0
468,76117,1
469,93827,1
470,29395,0
471,86252,1
472,40938,1
473,24209,0
474,24037,0
475,80880,0
476,33040,1
477,52215,1
478,38125,0
479,13173,1
480,65774,1
481,16691,0
482,71372,0
483,33821,1
484,90285,1
485,8425,1
486,36687,1
487,78613,1
488,23269,0
489,65699,1
490,99079,0
491,45348,1
492,40929,1
493,3792,1
494,46357,1
495,62600,1
496,23863,1
497,77937,1
498,335,1
499,60070,1
500,13973,0
501,45656,0
502,18176,0
503,5930,1
504,86954,0
505,64225,1
506,72124,0
507,2108,1
508,44109,1
509,16923,1
510,70941,1
511,83294,0
512,78522,1
513,95018,1
514,96818,1
515,27237,0
516,84772,1
517,41563,0
518,73476,0
519,72352,1
520,79414,1
521,60076,0
522,80745,0
523,86202,1
524,16667,0
525,61215,0
526,3297,1
527,3700,0
528,70352,0
529,72752,0
530,16377,0
531,455,1
532,16803,1
533,45698,0
534,13350,1
535,76081,1
536,77878,0
537,72854,1
538,36377,1
539,64828,1
540,5048,1
541,20341,1
542,93214,0
543,70114,1
544,22778,1
545,24111,1
546,91002,1
547,41036,1
548,84784,1
549,77981,0
550,62877,0
551,75883,1
552,65815,0
553,9256,1
554,43407,1
555,2531,0
556,27887,0
557,12062,1
558,20044,0
559,65756,0
560,93096,1
561,22795,1
562,87212,1
563,35969,0
564,16574,1
565,86765,1
566,15941,1
567,90109,1
568,48087,1
569,58303,1
570,94111,0
571,58882,0
572,68501,1
573,15523,1
574,32550,1
575,66142,1
576,34097,1
577,65169,1
578,97085,0
579,56165,1
580,86685,1
581,70155,0
582,94728,1
583,18780,1
584,94486,0
585,39723,1
586,53398,1
587,49177,1
588,61923,0
589,72622,0
590,78582,1
591,55627,1
592,52808,1
593,26623,0
594,68723,1
595,15319,1
596,33747,1
597,73915,0
598,92776,0
599,49883,1
600,98556,1
601,88865,0
602,97115,1
603,54132,1
604,9554,1
605,70701,1
606,5627,1
607,80129,1
608,8134,0
609,69401,0
610,27103,1
611,30747,0
612,83422,1
613,3842,1
614,2394,1
615,6597,1
616,11139,1
617,57217,1
618,3953,1
619,79429,0
620,60795,0
621,56610,1
622,81632,0
623,69638,1
624,86896,0
625,75514,1
626,66956,1
627,70023,0
628,14775,0
629,63656,1
630,86171,0
631,53818,1
632,75659,1
633,60135,1
634,3003,0
635,62748,0
636,48871,0
637,68081,1
638,10715,0
639,18278,1
640,11112,1
641,10680,1
642,39089,1
643,92019,1
644,23820,1
645,28533,1
646,61946,1
647,68786,1
648,50374,0
649,32563,1
650,91650,0
651,54629,0
652,38213,0
653,23419,1
654,5647,0
655,25369,1
656,61117,1
657,90892,1
658,56964,1
659,73556,1
660,21316,1
661,57187,1
662,50543,0
663,92908,1
664,76663,1
665,50791,0
666,42964,1
667,36473,1
668,41795,1
669,3005,1
670,92387,1
671,90232,0
672,87360,1
673,72062,0
674,29388,0
675,90178,0
676,1090,1
677,22898,0
678,994,1
679,74120,1
680,82594,1
681,45211,1
682,83526,1
683,77504,1
684,77357,0
685,94837,1
686,75345,1
687,33825,1
688,67688,0
689,43567,1
690,90096,1
691,84103,0
692,89217,0
693,11035,0
694,73782,1
695,61029,1
696,22253,1
697,71770,0
698,14851,1
699,48543,1
700,53375,1
701,9239,1
702,50910,1
703,7752,0
704,14390,1
705,38461,1
706,29014,1
707,17962,1
708,56755,0
709,82489,0
710,61481,0
711,21066,0
712,38231,1
713,76306,1
714,32221,1
715,86030,1
716,76070,1
717,81782,1
718,43513,1
719,46218,1
720,41215,1
721,88994,1
722,83879,1
723,55133,1
724,97682,1
725,2168,0
726,32212,1
727,73618,1
728,10805,1
729,48944,0
730,37538,1
731,69219,0
732,99284,1
733,17593,1
734,83733,1
735,3224,1
736,19283,0
737,18719,1
738,96329,1
739,47823,1
740,16869,0
741,60538,0
742,49291,1
743,71079,1
744,25632,1
745,62251,1
746,72780,1
747,13003,0
748,40002,1
749,98765,0
750,86688,1
751,58320,0
752,84383,1
753,76245,0
754,93031,1
755,54534,0
756,58723,0
757,36529,1
758,77541,1
759,49677,0
760,76734,0
761,99838,1
762,1529,0
763,30528,1
764,11220,1
765,93804,0
766,58259,1
767,20339,1
768,42577,0
769,23740,1
770,7391,1
771,94300,1
772,81918,1
773,25894,0
774,37142,0
775,88486,0
776,17974,1
777,23522,1
778,60666,0
779,2482,1
780,88646,1
781,82150,1
782,86468,1
783,75758,1
784,35498,1
785,86662,0
786,48888,1
787,86890,1
788,80800,1
789,21045,1
790,2799,0
791,10916,1
792,77435,1
793,27846,0
794,9054,1
795,19538,0
796,19587,0
797,92929,1
798,91755,0
799,35661,1
800,60771,1
801,40120,0
802,889,1
803,23531,0
804,16672,0
805,10823,1
806,80285,0
807,81029,0
808,44604,0
809,39242,1
810,26560,1
811,46806,1
812,96785,0
813,24706,1
814,88480,0
815,57315,1
816,3446,0
817,12090,1
818,97040,1
819,65462,1
820,5241,0
821,97418,0
822,13258,1
823,89719,1
824,68834,0
825,91152,1
826,48913,1
827,3626,1
828,91685,1
829,8691,1
830,30925,1
831,56825,0
832,3830,0
833,30378,0
834,77994,0
835,33864,1
836,2796,1
837,46336,1
838,6057,1
839,14343,1
840,97320,1
841,36178,0
842,53255,1
843,80715,0
844,45459,1
845,14349,1
846,81802,1
847,22939,0
848,46890,0
849,70172,1
850,98942,1
851,69473,0
852,60799,1
853,96623,1
854,66047,1
855,22722,1
856,89798,0
857,52528,1
858,4092,0
859,21782,0
860,98723,1
861,83686,0
862,84689,1
863,50369,0
864,76171,1
865,77288,1
866,46229,1
867,56531,0
868,93788,0
869,25213,1
870,14288,1
871,17576,1
872,72959,1
873,37382,1
874,24649,1
875,62269,0
876,26285,1
877,50918,0
878,21401,1
879,6804,1
880,29533,1
881,78638,1
882,58557,0
883,21840,1
884,62409,1
885,42474,0
886,97174,1
887,982,1
888,27505,1
889,22484,1
890,93301,0
891,72723,1
892,33030,1
893,46652,0
894,18514,1
895,91001,0
896,65553,0
897,22916,0
898,7567,1
899,63483,0
900,8040,1
901,83390,0
902,69635,1
903,11931,1
904,17020,0
905,82996,1
906,66758,1
907,25451,1
908,57816,1
909,10408,1
910,17997,0
911,20809,1
912,18073,1
913,69408,1
914,14232,1
915,97769,1
916,44630,1
917,30025,1
918,67366,1
919,47764,1
920,75613,1
921,44568,1
922,5465,1
923,15822,1
924,16082,1
925,63662,1
926,691,1
927,26425,1
928,4526,0
929,70441,0
930,71110,1
931,40833,0
932,3148,0
933,12251,1
934,85596,1
935,24117,1
936,54587,1
937,54958,1
938,65105,1
939,88867,1
940,87042,0
941,42750,0
942,47715,1
943,3195,1
944,51160,1
945,76544,1
946,25862,1
947,29504,1
948,5761,0
949,72804,0
950,76085,1
951,87422,1
952,48691,1
953,95338,1
954,94674,1
955,52769,1
956,15292,1
957,62957,1
958,44601,1
959,16786,1
960,26420,0
961,95549,1
962,8305,1
963,31436,0
964,83200,1
965,35741,1
966,26488,1
967,31316,1
968,42658,1
969,33872,1
970,75688,1
971,59874,1
972,66182,0
973,4113,0
974,41713,0
975,49768,1
976,51713,1
977,85097,1
978,76691,1
979,42735,0
980,95616,1
981,98805,0
982,8170,1
983,89204,0
984,3120,1
985,33883,0
986,71963,0
987,89404,1
988,9847,1
989,18028,1
990,49132,0
991,21982,1
992,97709,1
993,84978,1
994,31850,1
995,56548,0
996,80539,1
997,99241,1
998,38535,1
999,42777,1
1000,67603,1
1001,36307,1
1002,47726,1
1003,7724,0
1004,10449,0
1005,13756,0
1006,53513,1
1007,135,1
1008,44481,1
1009,8269,0
1010,86918,1
1011,22036,0
1012,52743,0
1013,86531,1
1014,45538,0
1015,7858,1
1016,17820,0
1017,24329,1
1018,93490,0
1019,3773,0
1020,61688,0
1021,91213,1
1022,19081,1
1023,6338,0
1024,82146,1
1025,54100,0
1026,40581,1
1027,63423,1
1028,35492,1
1029,12776,1
1030,95220,0
1031,89419,1
1032,49734,1
1033,73523,0
1034,45828,1
1035,14034,1
1036,8818,0
1037,62695,1
1038,25154,1
1039,74813,1
1040,15307,1
1041,21139,1
1042,21770,0
1043,88233,1
1044,87436,1
1045,25612,1
1046,13087,1
1047,50474,0
1048,78253,1
1049,25020,1
1050,25313,0
1051,42772,0
1052,93344,0
1053,84936,0
1054,16320,0
1055,32645,1
1056,93468,1
1057,51213,1
1058,46264,0
1059,34316,1
1060,45395,1
1061,46640,0
1062,93362,0
1063,13575,1
1064,27677,1
1065,50100,1
1066,65619,0
1067,81487,1
1068,57865,1
1069,65419,0
1070,67825,0
1071,71586,1
1072,22863,0
1073,89766,1
1074,70574,0
1075,71811,0
1076,5842,0
1077,33790,1
1078,84614,0
1079,62058,1
1080,61242,0
1081,96362,1
1082,34256,1
1083,24093,1
1084,6349,0
1085,80963,1
1086,1277,1
1087,27274,0
1088,30052,1
1089,74559,0
1090,21971,1
1091,7210,1
1092,24909,1
1093,64160,0
1094,23554,1
1095,92260,0
1096,32863,1
1097,74981,1
1098,61692,0
1099,52949,1
1100,47140,1
1101,76773,1
1102,32269,1
1103,24522,1
1104,43415,1
1105,72231,0
1106,50150,1
1107,65206,0
1108,41333,1
1109,47792,0
1110,53900,0
1111,2597,0
1112,8733,1
1113,37192,1
1114,6257,0
1115,50988,1
1116,67325,1
1117,69,1
1118,14557,0
1119,61585,1
1120,23427,1
1121,75131,1
1122,97212,1
1123,21120,1
1124,93224,0
1125,50586,1
1126,89577,0
1127,21043,0
1128,4301,1
1129,64783,1
1130,7097,1
1131,17382,0
1132,83102,1
1133,61624,0
1134,44450,1
1135,1916,0
1136,45993,1
1137,70492,1
1138,89779,0
1139,51504,0
1140,39846,1
1141,2262,0
1142,37563,1
1143,77292,1
1144,84068,1
1145,56785,0
1146,85499,1
1147,70875,1
1148,82180,1
1149,42602,1
1150,34749,1
1151,47824,0
1152,44992,1
1153,17530,0
1154,23070,1
1155,65432,1
1156,73340,0
1157,59743,0
1158,68569,1
1159,60831,0
1160,56288,1
1161,15277,1
1162,6355,1
1163,36467,1
1164,98127,1
1165,19043,1
1166,15471,1
1167,17289,1
1168,29652,1
1169,15210,1
1170,32959,1
1171,19064,0
1172,11996,0
1173,42694,1
1174,57733,0
1175,56051,0
1176,11344,1
1177,15503,1
1178,22519,0
1179,13034,0
1180,68595,1
1181,88969,1
1182,58535,1
1183,85829,1
1184,78235,0
1185,15897,1
1186,39369,0
1187,40200,1
1188,66259,0
1189,37608,1
1190,45387,1
1191,6969,0
1192,2483,1
1193,50746,0
1194,32777,0
1195,43125,1
1196,73421,0
1197,95861,1
1198,76072,0
1199,43965,0
1200,24050,0
1201,75752,1
1202,89934,1
1203,31063,0
1204,39122,1
1205,62187,1
1206,53477,1
1207,91768,1
1208,16641,0
1209,69375,0
1210,47274,1
1211,76430,1
1212,96646,1
1213,74929,1
1214,95225,1
1215,87654,1
1216,19836,1
1217,60352,0
1218,9475,1
1219,73435,1
1220,18776,0
1221,64210,0
1222,30957,1
1223,10149,0
1224,68881,1
1225,33266,1
1226,86268,0
1227,38600,1
1228,96933,1
1229,94899,0
1230,40087,1
1231,61947,1
1232,38751,1
1233,63111,1
1234,19745,1
1235,27993,1
1236,12974,0
1237,75735,0
1238,79881,0
1239,77240,1
1240,74186,0
1241,21406,1
1242,53171,1
1243,55536,0
1244,45520,0
1245,76780,0
1246,74950,1
1247,65246,1
1248,49608,1
1249,88146,1
1250,46600,1
1251,10425,1
1252,49641,0
1253,74502,0
1254,41576,1
1255,34546,0
1256,87478,1
1257,36345,0
1258,39970,1
1259,37092,0
1260,99680,1
1261,46569,0
1262,38252,1
1263,34356,1
1264,67403,1
1265,77924,1
1266,25691,1
1267,25490,0
1268,19004,0
1269,6966,0
1270,6031,0
1271,23920,0
1272,18490,0
1273,1807,0
1274,75195,0
1275,28244,1
1276,66979,1
1277,33403,1
1278,48006,1
1279,75376,0
1280,93844,1
1281,24642,1
1282,90082,1
1283,83832,0
1284,47752,0
1285,1489,1
1286,71582,1
1287,24635,0
1288,89689,1
1289,31163,0
1290,2252,0
1291,41274,1
1292,29995,1
1293,6396,1
1294,19070,1
1295,41886,0
1296,4941,1
1297,75500,1
1298,69775,1
1299,28854,1
1300,41202,1
1301,99999,0
1302,19889,1
1303,71850,1
1304,15485,1
1305,88641,0
1306,98372,0
1307,84762,1
1308,884,1
1309,9142,1
1310,70128,1
1311,272,1
1312,64758,0
1313,50225,1
1314,25950,1
1315,82522,1
1316,29519,1
1317,17657,1
1318,93509,1
1319,30801,1
1320,67344,1
1321,62510,0
1322,3486,1
1323,33879,1
1324,27891,1
1325,97549,1
1326,92812,0
1327,2524,1
1328,36328,0
1329,59764,1
1330,11321,0
1331,24946,1
1332,22323,0
1333,63016,1
1334,88451,0
1335,41680,1
1336,80370,1
1337,25107,1
1338,88022,1
1339,74471,1
1340,97006,1
1341,30697,1
1342,75379,1
1343,53983,0
1344,48173,1
1345,14548,0
1346,42746,1
1347,68563,1
1348,80967,0
1349,33802,1
1350,88247,1
1351,45316,0
1352,30467,1
1353,14269,1
1354,73465,1
1355,60790,1
1356,24089,0
1357,16600,1
1358,58378,1
1359,98264,1
1360,235,1
1361,39014,0
1362,69284,1
1363,15088,1
1364,1226,1
1365,78789,1
1366,91356,1
1367,44509,0
1368,14313,0
1369,37485,1
1370,2997,1
1371,45356,1
1372,45934,1
1373,93516,0
1374,45473,0
1375,10338,1
1376,31507,1
1377,96548,1
1378,66725,1
1379,36132,1
1380,85832,1
1381,90985,1
1382,69516,1
1383,44523,1
1384,90738,0
1385,88505,1
1386,80026,1
1387,83908,1
1388,35554,0
1389,33379,1
1390,15490,0
1391,82664,1
1392,865,1
1393,8270,1
1394,95606,1
1395,64721,1
1396,43545,1
1397,10927,0
1398,59916,1
1399,65557,1
1400,83438,1
1401,32314,0
1402,40054,1
1403,62618,1
1404,91887,0
1405,8907,0
1406,78287,1
1407,43241,1
1408,57177,0
1409,77001,1
1410,95608,1
1411,63324,0
1412,20595,1
1413,7368,0
1414,99704,1
1415,90038,0
1416,57782,0
1417,45842,1
1418,53361,0
1419,26783,1
1420,48441,0
1421,70824,0
1422,28609,1
1423,72290,0
1424,98885,1
1425,56110,0
1426,47657,0
1427,63229,1
1428,92220,1
1429,98950,1
1430,88956,1
1431,4396,1
1432,28087,0
1433,54974,1
1434,46159,1
1435,80115,0
1436,91339,1
1437,7588,1
1438,1260,0
1439,56889,1
1440,83787,1
1441,96874,0
1442,75745,1
1443,81601,1
1444,71929,1
1445,76787,1
1446,62804,1
1447,22464,1
1448,91509,1
1449,46854,1
1450,49653,0
1451,81312,1
1452,21435,1
1453,53321,1
1454,44230,1
1455,6554,1
1456,68480,1
1457,59691,1
1458,83931,1
1459,54408,0
1460,40632,0
1461,53540,1
1462,55115,0
1463,71475,1
1464,39065,1
1465,98450,1
1466,33927,0
1467,4219,1
1468,14325,1
1469,37939,1
1470,19736,0
1471,79188,1
1472,297,0
1473,6775,1
1474,71108,0
1475,65409,1
1476,60991,1
1477,86780,1
1478,47005,1
1479,28719,0
1480,11194,0
1481,41389,1
1482,55679,1
1483,92441,1
1484,11634,1
1485,35582,0
1486,93702,1
1487,44188,0
1488,76649,1
1489,5179,1
1490,40242,0
1491,93556,0
1492,15453,1
1493,56711,1
1494,65792,0
1495,64863,1
1496,40717,1
1497,87025,0
1498,77516,1
1499,85729,1
1500,69272,1
1501,71794,1
1502,63948,0
1503,77829,0
1504,683,0
1505,49149,1
1506,1960,0
1507,7498,0
1508,936,0
1509,50745,1
1510,82290,1
1511,28222,0
1512,85987,1
1513,774,1
1514,91718,1
1515,60520,1
1516,40081,0
1517,75815,1
1518,62233,0
1519,94048,1
1520,98777,1
1521,90815,0
1522,74492,1
1523,66061,0
1524,42364,1
1525,5228,0
1526,80558,1
1527,15016,0
1528,74946,1
1529,64665,1
1530,40682,0
1531,30570,1
1532,75675,1
1533,14492,1
1534,80398,0
1535,96625,1
1536,63767,1
1537,22277,1
1538,72997,1
1539,89747,1
1540,80696,1
1541,18553,1
1542,45846,1
1543,24557,0
1544,556,1
1545,85619,1
1546,35254,0
1547,25166,0
1548,58885,0
1549,89145,0
1550,70240,1
1551,59015,0
1552,85110,1
1553,1216,1
1554,85481,1
1555,8186,1
1556,10487,1
1557,58863,1
1558,39116,1
1559,39101,1
1560,1285,0
1561,44768,1
1562,21003,0
1563,40579,1
1564,93395,1
1565,82598,1
1566,21790,0
1567,11,1
1568,80097,0
1569,27365,1
1570,59960,1
1571,89835,1
1572,3794,1
1573,51049,1
1574,55670,1
1575,26552,0
1576,60694,0
1577,21390,1
1578,14181,1
1579,75654,0
1580,99026,0
1581,46578,1
1582,74954,0
1583,17652,1
1584,48045,0
1585,43347,1
1586,8220,1
1587,42557,1
1588,56712,1
1589,96863,1
1590,1800,1
1591,61757,1
1592,22815,1
1593,4233,0
1594,38358,1
1595,82246,1
1596,55472,1
1597,83396,0
1598,67975,1
1599,66780,1
1600,29393,1
1601,64357,0
1602,73751,1
1603,87190,1
1604,68913,1
1605,82107,1
1606,64657,1
1607,17119,1
1608,63705,0
1609,82337,0
1610,93184,1
1611,85148,1
1612,47761,1
1613,66911,1
1614,6308,1
1615,96791,1
1616,69951,1
1617,61957,1
1618,53046,1
1619,13308,0
1620,53468,1
1621,52856,1
1622,41590,1
1623,30258,0
1624,61844,0
1625,63792,1
1626,87092,1
1627,94139,1
1628,85092,0
1629,28449,0
1630,5849,1
1631,45418,1
1632,38317,0
1633,23340,0
1634,25362,1
1635,54112,1
1636,24492,0
1637,39586,0
1638,33072,0
1639,60113,0
1640,46797,1
1641,42040,0
1642,9605,0
1643,39023,0
1644,66343,0
1645,49360,1
1646,92206,1
1647,41647,0
1648,19536,1
1649,80198,1
1650,78225,1
1651,52973,1
1652,95904,1
1653,77342,1
1654,51458,0
1655,82703,1
1656,80961,1
1657,25895,0
1658,14964,1
1659,1508,0
1660,88245,1
1661,54240,1
1662,82722,1
1663,20979,1
1664,72058,1
1665,90636,1
1666,66600,1
1667,19997,1
1668,63679,0
1669,1439,1
1670,30267,1
1671,7806,0
1672,41824,0
1673,86738,1
1674,55003,0
1675,56523,0
1676,56718,1
1677,34711,1
1678,25063,1
1679,34139,1
1680,17295,1
1681,79119,1
1682,25837,0
1683,27411,1
1684,43742,1
1685,45626,0
1686,53065,0
1687,9204,1
1688,24693,1
1689,63967,1
1690,99773,1
1691,37338,1
1692,92975,1
1693,86420,1
1694,45278,1
1695,75060,0
1696,30091,1
1697,45245,1
1698,96745,1
1699,68025,1
1700,33087,1
1701,46758,0
1702,4445,0
1703,64868,1
1704,82033,1
1705,16675,0
1706,25603,1
1707,50897,1
1708,8600,0
1709,71610,1
1710,20887,1
1711,66528,0
1712,98407,0
1713,89380,1
1714,43711,1
1715,21274,0
1716,72289,0
1717,47366,0
1718,19422,1
1719,87620,1
1720,29139,1
1721,53160,0
1722,73655,0
1723,68372,1
1724,26429,1
1725,8412,1
1726,30288,0
1727,3550,0
1728,38196,1
1729,6780,0
1730,41311,1
1731,16242,0
1732,59377,1
1733,56794,1
1734,77836,1
1735,16119,1
1736,22131,0
1737,19304,0
1738,51357,1
1739,76648,1
1740,19619,1
1741,87222,0
1742,14541,1
1743,32419,0
1744,94096,0
1745,56914,1
1746,52771,1
1747,76108,0
1748,51895,1
1749,62630,0
1750,67562,1
1751,35819,1
1752,69828,0
1753,75779,0
1754,74562,1
1755,31977,0
1756,40369,1
1757,65243,1
1758,97348,1
1759,55197,1
1760,69961,1
1761,25039,0
1762,1225,1
1763,10123,0
1764,23648,0
1765,78552,1
1766,5667,0
1767,73028,0
1768,42722,1
1769,95627,1
1770,83340,1
1771,63345,1
1772,66749,1
1773,3481,0
1774,88111,1
1775,17505,1
1776,6737,1
1777,54930,1
1778,33,1
1779,22838,1
1780,37264,1
1781,66828,0
1782,94569,1
1783,87002,1
1784,95154,0
1785,18411,0
1786,51277,1
1787,41579,1
1788,71487,1
1789,25208,0
1790,20426,0
1791,63243,0
1792,85194,1
1793,13190,1
1794,70989,1
1795,38939,1
1796,53105,0
1797,9334,0
1798,91164,1
1799,61673,0
1800,19038,0
1801,5208,1
1802,40629,0
1803,33482,0
1804,33493,1
1805,94598,1
1806,88847,1
1807,7785,1
1808,9822,1
1809,39634,0
1810,87278,1
1811,24995,1
1812,14528,0
1813,61308,1
1814,42126,1
1815,71846,0
1816,96942,1
1817,56643,1
1818,51715,1
1819,43192,1
1820,89070,0
1821,17396,0
1822,55461,1
1823,22407,0
1824,88273,0
1825,43257,1
1826,20309,1
1827,88661,0
1828,82409,0
1829,80531,1
1830,1029,1
1831,3141,1
1832,40876,1
1833,42514,0
1834,63042,0
1835,2661,1
1836,81174,1
1837,63286,0
1838,5638,1
1839,60703,1
1840,67587,1
1841,7220,0
1842,11725,0
1843,92590,1
1844,19854,1
1845,1363,0
1846,75812,1
1847,57747,1
1848,82461,1
1849,18088,0
1850,94702,0
1851,25527,1
1852,59290,1
1853,16621,0
1854,35672,1
1855,11028,0
1856,74269,1
1857,6917,0
1858,26954,1
1859,51969,1
1860,34248,1
1861,98021,1
1862,15500,0
1863,81670,0
1864,78565,1
1865,13528,1
1866,18746,1
1867,48964,0
1868,41270,1
1869,16886,0
1870,27586,1
1871,35169,1
1872,40683,1
1873,59609,1
